Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,cont_1223_bf
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.650826,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,10.0,0,0,100,0,100,100,0.650826,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,42.0,0,0,0,0,0,100,0.650826,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.650826,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.56017,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,55.0,0,0,0,0,0,100,0.56017,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,0.56017,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.56017,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.56017,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,20.0,0,0,100,100,100,100,0.56017,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,0.56017,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,32.0,0,0,0,0,0,100,0.56017,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.56017,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.56017,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.56017,100,100.0
Total,2000,Rural,Plateau,Middle,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,11.0,0,0,100,0,100,100,0.56017,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,52.0,0,0,0,0,0,100,0.56017,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.56017,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.566764,0,0.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,53.0,0,0,0,0,0,100,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.566764,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,54.0,0,0,0,0,0,100,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.566764,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.566764,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.566764,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,0.566764,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.566764,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.566764,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.566764,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,42.0,0,0,0,0,0,100,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.566764,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,0.566764,100,100.0
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.56169,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,30.0,0,0,0,0,0,100,0.56169,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.56169,100,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,29.0,0,0,0,0,0,100,0.56169,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,49.0,0,0,0,0,0,100,0.56169,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,0.56169,100,100.0
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.56169,0,0.0
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,47.0,0,0,0,0,0,100,0.56169,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,37.0,0,0,0,0,0,100,0.56169,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,52.0,0,0,0,0,0,100,0.56169,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,7.0,0,100,0,0,100,100,0.56169,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,53.0,0,0,0,0,0,100,0.567445,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.567445,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,50.0,0,0,0,0,0,100,0.567445,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.567445,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,33.0,0,0,0,0,0,100,0.567445,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,,0,0,0,0,0,0,0.567445,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,35.0,0,0,0,0,0,100,0.567445,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,41.0,0,0,0,0,0,100,0.567445,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,0.567445,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,31.0,0,0,0,0,0,100,0.567445,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.567445,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.567445,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.567445,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.567445,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,14.0,0,0,100,100,100,100,0.567445,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.567445,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,53.0,0,0,0,0,0,100,0.567445,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.567445,100,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.68018,100,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.68018,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,24.0,0,0,0,0,0,100,0.68018,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,53.0,0,0,0,0,0,100,0.68018,0,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.68018,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,51.0,0,0,0,0,0,100,0.68018,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,14.0,0,0,100,100,100,100,0.68018,0,0.0
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0.0,100,0,0,0,0,0,0.68018,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,30.0,0,0,0,0,0,100,0.68018,100,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,36.0,0,0,0,0,0,100,0.68018,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.457635,100,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.457635,100,
Total,2000,Urban,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,12.0,0,0,100,100,100,100,0.457635,100,100.0
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,0.457635,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,31.0,0,0,0,0,0,100,0.457635,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.457635,100,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,3.0,100,0,0,0,0,0,0.457635,100,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,37.0,0,0,0,0,0,100,0.457635,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,26.0,0,0,0,0,0,100,0.457635,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,7.0,0,100,0,0,100,100,0.457635,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.457635,100,
Total,2000,Urban,Plateau,Poor,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.457635,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,43.0,0,0,0,0,0,100,0.616315,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.616315,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.616315,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,30.0,0,0,0,0,0,100,0.616315,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.616315,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.616315,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.616315,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.616315,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.616315,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,2.0,100,0,0,0,0,0,0.616315,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,0.616315,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,0.616315,0,0.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.616315,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.616315,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.616315,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,48.0,0,0,0,0,0,100,0.616315,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,57.0,0,0,0,0,0,100,0.616315,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,,0,0,0,0,0,0,0.616315,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.635574,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.635574,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,22.0,0,0,100,100,100,100,0.635574,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.635574,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,46.0,0,0,0,0,0,100,0.635574,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.635574,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.635574,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.635574,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.635574,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,35.0,0,0,0,0,0,100,0.635574,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.635574,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.635574,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.635574,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.635574,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.635574,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,30.0,0,0,0,0,0,100,0.635574,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.635574,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.635574,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.635574,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,30.0,0,0,0,0,0,100,0.618852,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.618852,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,16.0,0,0,100,100,100,100,0.618852,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.618852,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.618852,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.618852,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,26.0,0,0,0,0,0,100,0.618852,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.618852,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,41.0,0,0,0,0,0,100,0.618852,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,37.0,0,0,0,0,0,100,0.618852,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.618852,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,7.0,0,100,0,0,100,100,0.618852,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.618852,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,31.0,0,0,0,0,0,100,0.635613,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,11.0,0,0,100,0,100,100,0.635613,100,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,42.0,0,0,0,0,0,100,0.635613,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,52.0,0,0,0,0,0,100,0.635613,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.635613,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.635613,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.635613,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,51.0,0,0,0,0,0,100,0.635613,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.635613,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,10.0,0,0,100,0,100,100,0.635613,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.635613,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.635613,100,100.0
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,47.0,0,0,0,0,0,100,0.635613,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.635613,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.635613,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0.0,100,0,0,0,0,0,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,2.0,100,0,0,0,0,0,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.62058,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0.0,100,0,0,0,0,0,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,3.0,100,0,0,0,0,0,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,13.0,0,0,100,100,100,100,0.62058,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,27.0,0,0,0,0,0,100,0.62058,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,12.0,0,0,100,100,100,100,0.62058,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,46.0,0,0,0,0,0,100,0.62058,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,5.0,100,0,0,0,0,0,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,11.0,0,0,100,0,100,100,0.62058,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.62058,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,0.62058,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.62058,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.62058,100,
